id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
9.23E+17,Newly renovated near the lake,83336775,Raghida,Toronto,Mimico (includes Humber Bay Shores),43.60500974,-79.49698359,Entire home/apt,150,3,10,30-05-2024,1.21,1,297
9.23E+17,Sunset room w ensuite near YorkU,168797430,Stephen,Toronto,York University Heights,43.76953,-79.49895,Private room,69,28,12,01-02-2024,1.03,3,89
9.23E+17,"Cozy, modern & private Bloor West Village Apt!",60830756,Jennifer,North York,High Park-Swansea,43.64796,-79.47406,Entire home/apt,100,28,2,31-10-2023,0.22,1,347
9.23E+17,Skyline Hideaway: Toronto Gem,522423770,Rita,Toronto,Waterfront Communities-The Island,43.6417442,-79.3819559,Entire home/apt,632,1,26,26-05-2024,2.35,1,90
9.23E+17,Luxury One Bedroom Downtown,94536668,Arash,North York,Waterfront Communities-The Island,43.64665245,-79.39161664,Entire home/apt,500,28,1,07-03-2024,0.31,1,250
9.23E+17,Fashion District Condo - 1BR + Free Parking + Gym,507702669,Allison,York,Waterfront Communities-The Island,43.6449096,-79.39598122,Entire home/apt,90,30,4,15-05-2024,0.59,1,345
9.23E+17,Prime location: The Noble Loft,522428932,Gregory,Etobicoke,Roncesvalles,43.64176,-79.43109,Entire home/apt,252,2,31,07-06-2024,2.69,1,229
9.23E+17,"Modern Condo, Midtown Toronto",56130387,Zahra,York,Mount Pleasant West,43.70759277,-79.39258416,Entire home/apt,247,2,26,01-06-2024,2.35,1,282
9.23E+17,1BR Luxury Condo in Toronto,363338488,Vishwajtsinh,North York,Moss Park,43.65647053,-79.37401947,Entire home/apt,251,2,33,07-06-2024,3.37,1,75
9.23E+17,Room in Corsa Italia,522433226,Kevin,Toronto,Caledonia-Fairbank,43.6880337,-79.45265049,Private room,80,2,25,26-05-2024,2.36,1,86
9.23E+17,Downtown Toronto Urban Retreat!,28378283,Jessica,Toronto,Dovercourt-Wallace Emerson-Junction,43.6649,-79.43389,Entire home/apt,273,1,5,06-06-2024,0.52,1,210
9.23E+17,Bright & New  2 bedroom apartment,207276053,Payam,Toronto,Mount Dennis,43.68942,-79.50204,Entire home/apt,180,28,1,06-11-2023,0.14,4,244
9.23E+17,Little Italy Garden Suite,544118,Ben & Sam,Toronto,Little Portugal,43.6516,-79.42699,Entire home/apt,159,28,7,08-12-2023,0.66,1,140
9.23E+17,Ensuite BR In Cheerful House,255282827,Chao,Toronto,Willowdale East,43.77234,-79.40845,Private room,88,1,7,05-04-2024,0.63,3,350
9.23E+17,Lower level BR in cozy bungalow,255282827,Chao,Toronto,Willowdale East,43.77049758,-79.4086244,Private room,65,1,16,23-05-2024,1.57,3,363
9.23E+17,Entire Condo Downtown Toronto + Gym - Yorkville,479207795,Kazim,Toronto,Annex,43.6703938,-79.3943028,Entire home/apt,281,1,38,03-06-2024,3.36,1,91
9.23E+17,"Cozy Bungalow BR_2, Core Location",255282827,Chao,Toronto,Willowdale East,43.77057664,-79.40848186,Private room,70,1,4,01-06-2024,0.43,3,357
9.24E+17,Newly renovated basement room!,88870453,Nadir,Toronto,Highland Creek,43.78613,-79.18495,Private room,35,28,0,,,7,187
9.24E+17,Clean private basement room!,88870453,Nadir,Toronto,Highland Creek,43.78792131,-79.18458148,Private room,40,28,1,31-03-2024,0.41,7,132
9.24E+17,Clean Private Room in Bsmt Apt!,88870453,Nadir,Toronto,Highland Creek,43.78750861,-79.18643072,Private room,35,28,1,19-08-2023,0.1,7,187
9.24E+17,"Room 3LL,  There's no place like home",267448174,Sam,Toronto,Long Branch,43.5981696,-79.5263327,Entire home/apt,50,28,0,,,4,55
9.24E+17,Home Sweet Home-3BDRM pet friendly,846505,Julie,Toronto,Princess-Rosethorn,43.65645839,-79.53557308,Private room,300,7,2,27-05-2024,0.36,55,38
9.24E+17,Beautiful Modern Apartment by Danforth,9092346,James,Toronto,Greenwood-Coxwell,43.67717,-79.33022,Entire home/apt,140,28,52,30-05-2024,5.1,2,222
9.24E+17,Downtown Toronto Rogers centre,522519529,Funmilola,Toronto,Waterfront Communities-The Island,43.64198904,-79.38090642,Entire home/apt,160,28,0,,,1,270
9.24E+17,Lovely 2 BRDM Basement Apartment near Subway,522552034,Jean,Toronto,Lawrence Park South,43.71414863,-79.4076655,Entire home/apt,194,1,16,04-06-2024,1.8,1,188
9.24E+17,(3F)Lovely sunny room 2– with private washrooom,247236110,Ying,Toronto,L'Amoreaux,43.8006339,-79.2953486,Private room,70,1,56,02-06-2024,7,6,165
9.24E+17,Pretty Room basement Etobicoke .,382883363,Thuoc,Toronto,Edenbridge-Humber Valley,43.6576902,-79.5287513,Private room,48,28,0,,,49,333
9.24E+17,Canadiana Downtown Condo w/King Bed + Free Parking,522583913,Matthew,Toronto,Waterfront Communities-The Island,43.6444652,-79.3765292,Entire home/apt,441,1,44,09-06-2024,5.2,1,197
9.24E+17,Condo in Yorkville,180967118,Klenida,Toronto,Annex,43.6703938,-79.3943028,Entire home/apt,379,1,19,10-06-2024,1.83,1,224
9.24E+17,Lovely sunny room 3— with private washroom,247236110,Ying,Toronto,L'Amoreaux,43.8006339,-79.2953486,Private room,53,7,1,01-08-2023,0.1,6,191
9.24E+17,20% OFF! Private Bath w. Sunshine! No Parking,250990574,Kelsey,Toronto,Milliken,43.82192938,-79.27672623,Private room,62,28,4,03-06-2024,0.38,15,35
9.24E+17,"3 bed+2 bath, Direct access to Subway, Tim Hortons",522631973,Mary,Toronto,Lansing-Westgate,43.75981672,-79.41211884,Entire home/apt,200,30,0,,,1,365
9.24E+17,Private cozy bedroom,39876862,Linda,Scarborough,Kensington-Chinatown,43.65692828,-79.40373753,Private room,75,1,5,15-08-2023,0.47,1,0
9.24E+17,Cozy EF cross IBM/Metro food crt,224870607,Kara,North York,Steeles,43.81745,-79.33305,Private room,44,1,6,07-04-2024,0.53,7,86
9.24E+17,Literally steps to CN Tower & Huge Private Terrace,15650618,Sujhan,Toronto,Waterfront Communities-The Island,43.64094984,-79.39167392,Entire home/apt,296,2,25,02-06-2024,2.22,1,70
9.24E+17,Downtown Toronto Lake View Condo,522664682,Nest,Toronto,Waterfront Communities-The Island,43.64020088,-79.39707183,Entire home/apt,230,28,1,20-07-2023,0.09,3,90
9.24E+17,Lovely 1BR Suite - CN Tower/Jays/Ent. District,522710495,Pradeep,Toronto,Waterfront Communities-The Island,43.64293634,-79.38115344,Entire home/apt,49,30,3,05-05-2024,0.35,1,202
9.25E+17,City oasis,517583090,Steven,Toronto,Maple Leaf,43.71906658,-79.47385424,Entire home/apt,310,5,4,17-09-2023,0.39,1,248
9.25E+17,Peaceful Getaway Home in Trendy Area of Ossington!,522748690,Raheela,North York,Palmerston-Little Italy,43.6565898,-79.4233838,Entire home/apt,303,1,56,03-06-2024,5.03,1,276
9.25E+17,2-Bedroom House In Deer Park,518473517,Nikhil,Toronto,Yonge-St.Clair,43.69618644,-79.39978002,Entire home/apt,265,1,37,19-05-2024,3.49,1,265
9.25E+17,Prime Downtown Luxury Condo,522776854,Vidia,Toronto,Waterfront Communities-The Island,43.64423,-79.39105,Private room,162,2,56,10-06-2024,5.12,1,25
9.25E+17,Executive Home in Toronto [4 bedrooms\4 Bath],522790293,Dogan,Toronto,Clanton Park,43.75174792,-79.44416935,Entire home/apt,549,2,13,16-05-2024,1.21,1,318
9.25E+17,"Lovely 2BR Apartment, steps to Lake Waterfront",522792167,Veena,Toronto,Mimico (includes Humber Bay Shores),43.61653,-79.48792,Entire home/apt,20,28,9,22-05-2024,0.93,1,157
9.25E+17,Modern and Cozy Space in Toronto,41112756,Madhumitha,Toronto,Brookhaven-Amesbury,43.69754,-79.50461,Entire home/apt,145,2,21,04-06-2024,2.07,1,233
9.25E+17,Separate entrance master bedroom,12736513,Pegah,Toronto,St.Andrew-Windfields,43.76451616,-79.37394686,Entire home/apt,59,29,6,10-03-2024,0.63,2,345
9.25E+17,1 Private Rooms - 1 Washroom - Ground floor House,521029143,Rumitdeep,Toronto,Newtonbrook East,43.78229895,-79.4078121,Private room,69,2,3,01-10-2023,0.32,1,179
9.25E+17,Cozy Apartment City Center,522825724,Venkata Siva,Toronto,Waterfront Communities-The Island,43.6431933,-79.3806325,Private room,202,2,80,08-06-2024,7.04,1,288
9.25E+17,Luxurious house in Toronto,46224091,Calvin,Toronto,Banbury-Don Mills,43.73861893,-79.35400332,Entire home/apt,1393,2,13,26-05-2024,1.32,1,80
9.25E+17,Comfy Couch near Yonge and Finch,386092166,Maria,Toronto,Newtonbrook East,43.78073,-79.4129,Private room,74,30,6,14-04-2024,0.94,1,90
9.25E+17,Chill in the City,126178545,Martha,North York,Newtonbrook East,43.7959413,-79.416342,Entire home/apt,166,2,2,24-11-2023,0.27,1,291
9.25E+17,"A Basement Suite, Prime Location",517435573,Meisam,North York,Mount Pleasant West,43.70132,-79.38826,Entire home/apt,60,28,2,05-10-2023,0.2,3,353
9.25E+17,Private Cozy Downtown Condo,396048197,Ethan,Toronto,Bay Street Corridor,43.6594674,-79.3855404,Entire home/apt,250,1,52,24-05-2024,4.8,1,16
9.25E+17,Lovely Home with Free Parking & Lake View,489134086,Sonam,Toronto,Waterfront Communities-The Island,43.64133425,-79.39794276,Entire home/apt,338,2,36,02-06-2024,3.21,1,142
9.25E+17,Beautiful 3 bedrooms Bungalow,256126368,Thanh  Kim Thi,Etobicoke,Islington-City Centre West,43.6495,-79.56093,Entire home/apt,227,4,5,21-05-2024,0.52,1,120
9.25E+17,Downtown Toronto Queen West Room,159518511,Sonia,Toronto,Trinity-Bellwoods,43.64494,-79.42215,Private room,115,2,9,25-05-2024,0.82,2,5
9.26E+17,Junction/High Park Blue House!,255445145,Elizabeth,Toronto,Junction Area,43.6638659,-79.4801504,Private room,90,1,4,02-06-2024,2.31,1,122
9.26E+17,A Couple's bedroom in a Luxury Mansion,106306600,Aryan,North York,Newtonbrook West,43.78443,-79.42932,Private room,156,3,0,,,4,269
9.26E+17,"Bright, spacious & unique condo w/balcony",5028571,Ceyda,Toronto,Dovercourt-Wallace Emerson-Junction,43.6615249,-79.4503644,Entire home/apt,119,28,14,01-10-2023,1.29,1,226
9.26E+17,Oasis in the Beaches | Comfy 3BR w. Parking,134759253,Shawn,North York,The Beaches,43.66720286,-79.3117983,Entire home/apt,230,28,3,23-12-2023,0.28,2,7
9.26E+17,The Sleepover - A,521020873,William,Toronto,Waterfront Communities-The Island,43.64598667,-79.38982156,Shared room,40,30,2,01-10-2023,0.21,6,334
9.26E+17,Condo in Downtown Toronto,48266469,Allan,Toronto,Waterfront Communities-The Island,43.64611657,-79.39300424,Entire home/apt,360,28,0,,,1,180
9.26E+17,Beautiful 2 Bedroom Apartment,523112960,Bahram,Scarborough,Willowdale East,43.77656629,-79.41401347,Entire home/apt,318,2,18,19-05-2024,2.24,1,245
9.26E+17,Prime Location Guest Suite,4098725,Rosa,Toronto,Palmerston-Little Italy,43.6585501,-79.4206605,Entire home/apt,183,3,3,09-06-2024,0.35,1,265
9.26E+17,Spacious Open Concept APT in Little Italy,520917251,Adilia,Toronto,Palmerston-Little Italy,43.6578,-79.41005,Entire home/apt,130,31,3,19-04-2024,0.32,2,226
9.26E+17,Cozy Room in Newly Renovated Home,519817578,Shahnaz,Toronto,Victoria Village,43.72349967,-79.30745262,Private room,62,28,18,25-11-2023,1.71,3,70
9.26E+17,Studio Apt W/Hydromassage Tub,1112766,Alexandra,Toronto,Corso Italia-Davenport,43.67742339,-79.44431282,Entire home/apt,63,28,1,26-08-2023,0.1,4,61
9.26E+17,Newly Renovated Vacation Home Close to City Centre,519817578,Shahnaz,Toronto,Victoria Village,43.72124005,-79.30674098,Private room,106,28,0,,,3,89
9.26E+17,Home by the lake,77808967,Erin,Toronto,New Toronto,43.59875025,-79.50726472,Entire home/apt,440,1,2,04-09-2023,0.19,1,46
9.27E+17,Cozy Room in Friendly Home,146787184,Jadranka,North York,Greenwood-Coxwell,43.66705898,-79.31777017,Private room,110,2,29,10-06-2024,2.57,1,170
9.27E+17,Newly Renovated Home In Toronto Beaches,189741596,Corinne,Toronto,The Beaches,43.67443069,-79.30381701,Entire home/apt,247,2,29,07-06-2024,2.57,1,271
9.27E+17,Luxuriousl Basement King Bed,523265878,Christina,Etobicoke,O'Connor-Parkview,43.70611531,-79.30782086,Entire home/apt,200,28,0,,,1,270
9.27E+17,2 beds (room+den)+2full bath+Wi-Fi & parking avail,123923066,Neelam,Toronto,Waterfront Communities-The Island,43.63974,-79.39801,Entire home/apt,174,28,3,19-04-2024,0.37,1,77
9.27E+17,Cozy & convenient 5 bedroom home,304476499,Mhd-Hassan,Toronto,Junction Area,43.66623823,-79.47647825,Entire home/apt,500,28,2,07-08-2023,0.18,1,270
9.27E+17,Forest Hill South Apartment,130018131,Michelle,Toronto,Forest Hill South,43.68685009,-79.41388675,Entire home/apt,140,28,0,,,2,148
9.27E+17,The Sleepover - B,521020873,William,Toronto,Waterfront Communities-The Island,43.64407729,-79.39042284,Shared room,40,30,1,30-11-2023,0.15,6,345
9.27E+17,Beautiful mainfloor of a Bungalow with 3 bedrooms,153234798,Vananh,North York,Edenbridge-Humber Valley,43.6803839,-79.5124072,Entire home/apt,257,2,1,09-09-2023,0.11,1,130
9.27E+17,Cozy & Colourful 1Bd Stay | Great Location,4212093,Carly,Scarborough,South Riverdale,43.67304857,-79.32913591,Private room,128,1,23,25-05-2024,2.51,1,91
9.27E+17,Luxury 2BR - Amazing CN Tower View + Free Parking,522967126,Pavel,North York,North St.James Town,43.6697,-79.37763,Entire home/apt,353,2,36,06-05-2024,3.26,1,166
9.27E+17,Luxury condo,340205313,Sonia,North York,Stonegate-Queensway,43.6382556,-79.4892406,Entire home/apt,450,28,0,,,2,269
9.27E+17,Home Away from home Sunnylea The Kingsway,469072328,John,Toronto,Stonegate-Queensway,43.64397282,-79.51043296,Entire home/apt,280,1,20,29-05-2024,1.81,1,141
9.27E+17,Beautiful place near liberty village steps to CNE,43323344,Santiago,East York,South Parkdale,43.63946,-79.42207,Entire home/apt,380,3,5,06-03-2024,0.46,1,8
9.27E+17,Gorgeous Luxury Condo,523409032,Lida,Toronto,Willowdale West,43.7704038,-79.4137383,Entire home/apt,200,28,0,,,1,173
9.27E+17,Downtown stay,86274198,Leyla,East York,Palmerston-Little Italy,43.65532183,-79.41790329,Private room,161,2,27,03-06-2024,2.38,1,13
9.27E+17,New ICE Condominium Apartment,505043095,Amy,Toronto,Waterfront Communities-The Island,43.6421649,-79.3816248,Private room,190,2,13,19-05-2024,1.24,1,52
9.28E+17,Private Room In Luxury House,106306600,Aryan,Toronto,Newtonbrook West,43.78443,-79.43098,Private room,148,1,0,,,4,269
9.28E+17,Home in Scarborough 3 Bedrooms,28860294,Harjot,Toronto,Malvern,43.799649,-79.2269822,Entire home/apt,339,28,5,04-04-2024,0.55,2,269
9.28E+17,Beautiful 3BR Home Near the Lake + Parking!,477889392,Jiyun,Scarborough,High Park-Swansea,43.6378,-79.46807,Entire home/apt,403,2,27,03-06-2024,2.44,1,325
9.28E+17,Oasis in the middle of the city,13872436,Jasmin,Toronto,Leaside-Bennington,43.6937,-79.37287,Entire home/apt,899,28,6,17-10-2023,0.65,1,276
9.28E+17,Large Bright 3rd flr bdrm by Kensington Market,69432,Angel,Toronto,Kensington-Chinatown,43.65114611,-79.40446444,Private room,65,28,1,22-08-2023,0.1,9,119
9.28E+17,"Master bedroom at 2nd floor /1 park, Private Bath",76967491,Jin,Toronto,Agincourt South-Malvern West,43.7922,-79.24073,Private room,50,28,3,04-09-2023,0.28,2,89
9.28E+17,Spacious & Bright Bedroom by Kensington Market,69432,Angel,Toronto,Kensington-Chinatown,43.65103,-79.40503,Private room,65,28,0,,,9,99
9.28E+17,Chic Rosedale Urban Oasis,172515743,Jacob,Scarborough,Rosedale-Moore Park,43.67884,-79.37901,Entire home/apt,273,28,11,28-11-2023,1.02,1,270
9.28E+17,"Modern, Spacious Bachelor Condo",83811416,Lo,Toronto,Annex,43.67483,-79.38999,Entire home/apt,266,28,13,19-10-2023,1.16,1,268
9.28E+17,Room in an Eco-Veg Community house,483157556,Swetha,Scarborough,Palmerston-Little Italy,43.66137751,-79.42665207,Private room,35,28,1,16-08-2023,0.1,3,248
9.28E+17,Bright renovated room in West Toronto,40426472,Trang,Toronto,Etobicoke West Mall,43.64145,-79.57306,Private room,47,28,1,06-08-2023,0.1,12,354
9.28E+17,Full size bed  near airport,512840419,Ji Qian,Scarborough,Rockcliffe-Smythe,43.68274,-79.48939,Private room,56,1,37,27-05-2024,3.89,9,257
9.28E+17,Charming room in Toronto & near Mississauga,40426472,Trang,North York,Etobicoke West Mall,43.64242,-79.57305,Private room,38,28,2,25-04-2024,0.35,12,365
9.28E+17,KozyStay -3 Bedroom Home- 5 min to Finch Station,523594446,Lung Sun,North York,Newtonbrook West,43.7787498,-79.42161621,Entire home/apt,263,3,40,08-06-2024,3.58,1,144
9.28E+17,Trinity Bellwoods Newly Renovated Guest Suite,34613835,Clare,Scarborough,Trinity-Bellwoods,43.65116763,-79.41351293,Entire home/apt,271,3,23,02-06-2024,2.4,1,309
9.28E+17,Studio on Richmond Street East,339842916,Olu,North York,Moss Park,43.65376,-79.37048,Entire home/apt,159,28,0,,,19,365
9.28E+17,Condo Alternative 1-br Suite,427772700,Hanna,Toronto,Bathurst Manor,43.76029014,-79.45802581,Entire home/apt,89,28,3,15-05-2024,0.29,1,306
9.28E+17,Modern Victorian,4184875,Steven,Toronto,Cabbagetown-South St.James Town,43.66935,-79.36566,Entire home/apt,204,1,51,01-06-2024,4.9,1,122
9.28E+17,Sweet private bedroom in toronto,442274175,Babita,Toronto,Mount Olive-Silverstone-Jamestown,43.73097192,-79.5853367,Private room,50,28,1,14-08-2023,0.1,2,126
9.28E+17,Modern Home Heart of North York,35171117,Anatoly,Toronto,Willowdale East,43.7678102,-79.3994116,Entire home/apt,560,3,9,27-05-2024,0.92,6,103
9.28E+17,Double Bedroom - Shared Kitchen Bathrooms Laundry,13165498,Albena,Toronto,Bayview Village,43.76819005,-79.37759108,Private room,45,28,5,25-02-2024,0.44,3,127
9.28E+17,多伦多市中心豪华景观3房2.5卫一车位,427639234,Huihong,Toronto,Bay Street Corridor,43.66552343,-79.38602367,Entire home/apt,787,1,8,31-03-2024,0.79,1,278
9.28E+17,4BR- 15 Mins to TO Center by CityZen-Hideaway,1173671,Leila,North York,Birchcliffe-Cliffside,43.691229,-79.2698946,Entire home/apt,209,2,14,02-06-2024,2.19,5,200
9.28E+17,Gem on King and Bathurst!,369149465,Diego,North York,Waterfront Communities-The Island,43.64493,-79.40303,Entire home/apt,220,30,0,,,1,253
9.28E+17,Cozy Leslieville Private Retreat,20410309,Thomas,Toronto,South Riverdale,43.66328,-79.33044,Entire home/apt,110,28,3,30-04-2024,0.33,1,283
9.28E+17,Detached Home Clean and Quite,523761294,Shao Xia,North York,Agincourt North,43.81501,-79.27319,Private room,99,1,2,04-09-2023,0.18,1,179
9.28E+17,"Modern, Cozy Home in Toronto!",523769130,Tamara,Toronto,Tam O'Shanter-Sullivan,43.7753862,-79.3136788,Entire home/apt,266,2,20,28-05-2024,1.81,1,185
9.28E+17,Spectacular lake view from 50+ floors up,303001589,Yi-Hung,Toronto,Waterfront Communities-The Island,43.64326297,-79.3829997,Entire home/apt,154,1,44,04-06-2024,3.93,1,120
9.29E+17,Prime Downtown Location - Unique,5854692,Farrukh,Scarborough,Church-Yonge Corridor,43.6547349,-79.3791198,Entire home/apt,138,28,0,,,4,90
9.29E+17,Chambre privée B proche de tout,463710504,Elie,Scarborough,Bendale,43.74413,-79.2494,Private room,33,28,2,31-05-2024,0.31,7,270
9.29E+17,warm area to enjoy Toronto,424900911,Ingrid,Scarborough,North St.James Town,43.6685025,-79.3704589,Private room,60,28,0,,,1,365
9.29E+17,Lake View Cozy Studio Condo,513062436,Onur,Toronto,Niagara,43.63884447,-79.4162054,Entire home/apt,300,28,0,,,1,365
9.29E+17,Quiet room near college station,49992581,Derek,Toronto,Church-Yonge Corridor,43.66296149,-79.37708895,Private room,83,28,1,01-10-2023,0.12,1,309
9.29E+17,High-Ceiling Condo in Downtown Toronto,32991998,David,Toronto,Waterfront Communities-The Island,43.6460181,-79.3938391,Entire home/apt,407,3,21,05-06-2024,2.37,1,121
9.29E+17,Newly renovated 1 bdrm apt,471949981,Amy,Etobicoke,Pleasant View,43.7777842,-79.3287106,Entire home/apt,96,30,0,,,1,364
9.29E+17,2 Bedroom Yonge and Dundas Square,523891952,Gerard,Toronto,Moss Park,43.65671,-79.37235,Entire home/apt,298,2,19,09-06-2024,1.83,1,164
9.29E+17,"Comfortable room (3' subway, 25' downtown)",415834685,Khoi,Toronto,Stonegate-Queensway,43.64353,-79.52276,Private room,38,28,0,,,2,77
9.29E+17,多伦多市中心免费停车，独立卫浴的套房,507476472,Yunqing,Toronto,Kensington-Chinatown,43.6527462,-79.3956075,Private room,142,2,16,10-06-2024,1.51,3,31
9.29E+17,"Spacious Master Bedroom (3' subway, Priv bathroom)",415834685,Khoi,Toronto,Stonegate-Queensway,43.64292,-79.52194,Private room,99,2,29,01-06-2024,2.72,2,128
9.29E+17,Boutique Bachelor City-View Condo Downtown Toronto,102425019,Della Daigo,Toronto,Waterfront Communities-The Island,43.64318942,-79.38061675,Entire home/apt,202,4,20,29-05-2024,1.9,1,90
9.29E+17,Beautiful Condo In Dundas Square,67994132,Catalina,Toronto,Church-Yonge Corridor,43.65421694,-79.37809942,Entire home/apt,235,60,0,,,1,314
9.29E+17,Rare 3BR near Subway+Parking,37619116,Sara,North York,Newtonbrook East,43.79711834,-79.41368147,Entire home/apt,200,28,10,06-05-2024,0.96,1,269
9.29E+17,Basement apt room near UofT,88870453,Nadir,Toronto,Highland Creek,43.7914536,-79.1590414,Private room,80,3,1,10-08-2023,0.1,7,357
9.29E+17,Cozy Stockyards Apartment,341266639,Carol,Etobicoke,Weston-Pellam Park,43.67777,-79.46164,Entire home/apt,175,2,2,24-09-2023,0.22,1,3
9.29E+17,Spacious & modern Midtown LOFT!,18338780,Masha,Scarborough,Mount Pleasant West,43.6967761,-79.3920443,Entire home/apt,175,30,1,29-08-2023,0.1,1,137
9.29E+17,Cozy basement room close to UofT,88870453,Nadir,Toronto,Highland Creek,43.7866,-79.18445,Private room,35,28,1,13-09-2023,0.11,7,195
9.29E+17,Entire Unit- 20min drive to downtown- Free Parking,80815682,Seema,North York,Kennedy Park,43.72714,-79.26751,Entire home/apt,155,1,42,10-12-2023,3.72,1,102
9.29E+17,Minimalist Oasis in the City,7035052,Karina,North York,Niagara,43.63902,-79.41426,Entire home/apt,300,3,12,13-05-2024,1.19,1,59
9.29E+17,The Upper Beach Abode,31693081,Maya,Toronto,The Beaches,43.6804663,-79.285645,Entire home/apt,300,28,0,,,1,181
9.29E+17,Stylish Condo Downtown + 1 Free Parking,498168948,Daniel,Etobicoke,Niagara,43.63588,-79.40497,Entire home/apt,179,1,86,07-06-2024,8.16,1,4
9.29E+17,The Sleepover,521020873,William,Scarborough,Waterfront Communities-The Island,43.64407481,-79.39037336,Shared room,60,30,0,,,6,330
9.30E+17,4A Luxe City Centre 1 + Den Suite | Richmond St W,37514178,TO Stays,North York,Bay Street Corridor,43.649823,-79.38710141,Entire home/apt,150,30,0,,,18,249
9.30E+17,amazing,345734581,April,Etobicoke,Mount Pleasant West,43.70554,-79.39358,Shared room,96,28,0,,,2,365
9.30E+17,Lovely 1 BDRM Unit in Queen West/Little Portugal,524081090,Gitanjali,Etobicoke,Little Portugal,43.64584,-79.42471,Entire home/apt,193,4,12,04-05-2024,1.12,1,141
9.30E+17,20% OFF! Private Bath & Sunshine! No Parking,250990574,Kelsey,Etobicoke,L'Amoreaux,43.79733,-79.30435,Private room,60,28,6,18-05-2024,0.93,15,35
9.30E+17,Apartment in Leslieville / Toronto Beaches,68101401,Kevin,Toronto,Greenwood-Coxwell,43.66559,-79.32485,Entire home/apt,168,2,7,31-05-2024,1.3,1,144
9.30E+17,Brand New Cozy Room with Kitchen in North York,481970565,Vinh,North York,Pleasant View,43.78666609,-79.33741555,Private room,64,1,4,12-08-2023,0.36,4,63
9.30E+17,Beaches Beauty - Top of the Hill,443113740,George,North York,The Beaches,43.67568081,-79.28429705,Entire home/apt,357,2,3,27-05-2024,0.56,1,300
9.30E+17,Central 1BDRM ~5 min to subway,5098869,Itay,East York,Lansing-Westgate,43.76491,-79.41641,Entire home/apt,90,28,1,29-04-2024,0.68,1,81
9.30E+17,Brand New Room-Private Bathroom,481970565,Vinh,East York,Pleasant View,43.78455173,-79.33748161,Private room,45,30,4,30-04-2024,0.47,4,130
9.30E+17,Brand New Pleasant Room With Kitchen - NorthYork,481970565,Vinh,North York,Pleasant View,43.78514202,-79.3356473,Private room,68,1,2,31-07-2023,0.19,4,71
9.30E+17,"Cozy, 3-BR/2Bath In the Leslieville W Parking/Crib",524141601,Daniel,Toronto,Greenwood-Coxwell,43.669477,-79.3244369,Entire home/apt,347,5,5,29-04-2024,0.57,1,296
9.30E+17,Only 17 minutes to downtown Toronto with GO Train!,32550714,Mehran,Toronto,Cliffcrest,43.71798,-79.24658,Private room,64,1,15,23-05-2024,1.46,4,146
9.30E+17,Private Stylish Basement Apartment Fully Furnished,37422795,Yavehnia Melissa,Toronto,Roncesvalles,43.64612537,-79.4444583,Private room,68,1,61,09-06-2024,5.67,3,204
9.30E+17,A small private room,265057043,Andres,Toronto,Mimico (includes Humber Bay Shores),43.61213578,-79.49574139,Shared room,45,28,0,,,1,269
9.30E+17,Casa Ahora 2BR 5 can sleep Free Park 5 Min. to CN,524183727,Vaneeza,North York,Waterfront Communities-The Island,43.64063303,-79.39721707,Entire home/apt,251,1,3,31-12-2023,0.27,1,174
9.30E+17,Yorkville's Continental Suite,41364932,Bassam,Toronto,Annex,43.67004557,-79.39333605,Entire home/apt,155,31,30,01-06-2024,2.87,1,82
9.30E+17,Stylish and Functional Live-Work Space,521020873,William,Toronto,Waterfront Communities-The Island,43.64478362,-79.39181557,Private room,80,30,1,04-10-2023,0.12,6,365
9.30E+17,The Startup HQ,521020873,William,Toronto,Waterfront Communities-The Island,43.64629,-79.39025,Private room,140,30,0,,,6,364
9.30E+17,The Startup Roadtrip,521020873,William,North York,Waterfront Communities-The Island,43.64422,-79.38993,Private room,100,30,0,,,6,364
9.30E+17,Luxury 3 Bed Rental by the Water,420329141,Mithuran,Scarborough,Guildwood,43.7563783,-79.1793885,Entire home/apt,175,1,12,14-05-2024,1.21,1,165
9.30E+17,Single room at Yonge/Finch,106188681,Pinghui,Toronto,Newtonbrook East,43.7922881,-79.3970036,Private room,65,28,5,31-12-2023,0.44,4,128
9.30E+17,Nice bedroom in Toronto,13009588,Van,Toronto,West Hill,43.76327074,-79.18702608,Private room,54,60,0,,,1,269
9.30E+17,Amazing two beds airport,512840419,Ji Qian,North York,Rockcliffe-Smythe,43.68251,-79.48819,Private room,56,28,3,06-10-2023,0.27,9,270
9.30E+17,Executive 1 Bed + Den Penthouse | King St West,49270488,Mj.,Scarborough,Waterfront Communities-The Island,43.64371949,-79.40228419,Entire home/apt,130,28,3,06-06-2024,0.42,1,177
9.30E+17,separate entrance to basement 401/404 and collage,323347545,Shun,North York,Hillcrest Village,43.7970028,-79.361118,Private room,32,30,3,28-02-2024,0.35,2,187
9.30E+17,Luxury Condo In Downtown Toronto,239677286,Yuanyuan,Scarborough,Waterfront Communities-The Island,43.64868,-79.3877,Entire home/apt,134,28,1,19-02-2024,0.26,2,299
9.31E+17,Weekly OFF! | Parking | En-suite Bath w. Sunshine,161010281,Xinshuo,Toronto,Tam O'Shanter-Sullivan,43.79021593,-79.3030305,Private room,69,3,37,06-06-2024,3.55,3,26
