id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
50994837,Luxurious Yorkville home with Courtyard & Hot Tub,148091094,Tullio,Etobicoke,Annex,43.6739,-79.39277,Entire home/apt,575,28,4,20-07-2023,0.16,4,267
50995148,Private coach house 2 bedrooms,220144942,Sharm,Toronto,Dovercourt-Wallace Emerson-Junction,43.67054559,-79.42922444,Entire home/apt,799,28,0,,,2,90
50999700,Awesome Location/Dundas West,96484416,Kathleen,North York,Dufferin Grove,43.65094,-79.43824,Private room,39,28,12,15-05-2024,0.35,2,128
51000937,Cozy apartment in Brockton Village,412562357,Gabriela,Toronto,Dufferin Grove,43.65399,-79.43907,Entire home/apt,96,28,8,24-03-2024,0.24,1,125
51019356,Midtown 1 Bedroom,39636814,Robert,Toronto,Mount Pleasant East,43.71472,-79.39163,Entire home/apt,95,28,2,28-02-2023,0.08,6,364
51022187,Beautiful Cozy stay for families,412731759,Helyaneh,Toronto,Willowdale East,43.756187,-79.406052,Entire home/apt,199,28,101,04-07-2023,2.92,1,326
51022479,Toronto Cozy Basement,274760584,Thi,Toronto,York University Heights,43.74756,-79.49065,Private room,106,2,98,29-05-2024,2.88,1,123
51023482,Cosy Room Downtown TO *CNTower View + Free parking,83980999,Khushnam,Toronto,Waterfront Communities-The Island,43.6445,-79.39291,Private room,130,28,2,25-12-2023,0.23,4,284
51038376,Church St Spacious Suite,273658759,Bas,Toronto,Church-Yonge Corridor,43.6621,-79.37882,Entire home/apt,115,28,4,08-04-2023,0.16,11,335
51046716,Bright and cozy bedroom in Downtown Toronto,2945664,Flavia,North York,Dovercourt-Wallace Emerson-Junction,43.66083,-79.4447,Private room,56,30,5,03-02-2023,0.18,1,59
51050240,Luxury Heart of Downtown Toronto Condo,405647431,Anita,Toronto,Waterfront Communities-The Island,43.64269,-79.37944,Entire home/apt,300,28,41,18-08-2023,1.22,2,180
51054701,"Great Detached 3 Bedroom Family Home, Great Spot!",342143,Brendan,Toronto,Greenwood-Coxwell,43.67009,-79.32314,Entire home/apt,283,2,32,18-05-2024,1.04,1,355
51059730,Upper 4 queen beds (3 rooms) with 2 garage parking,149893229,Thi Van,North York,Moss Park,43.657293,-79.37214507,Entire home/apt,636,28,107,12-11-2023,3.84,1,365
51061777,SUNSET VIEWS large 1 bed 1 bath WALK to Sick Kids,262595111,Carolyn,Toronto,Bay Street Corridor,43.66299,-79.38737,Entire home/apt,278,28,3,04-05-2024,0.32,29,90
51070701,Small cozy suite in the heart of Kensington Market,101293415,Mee,North York,Kensington-Chinatown,43.65426,-79.40014,Entire home/apt,60,28,7,15-01-2024,0.21,2,25
51070917,Modern Lux Studio 15 min walk to everything,38716161,Sepehr,North York,Waterfront Communities-The Island,43.649517,-79.387955,Entire home/apt,125,28,9,30-04-2024,0.27,1,287
51072817,Brand new 4 bdrm 4bath house sleeps 8 -10,16082728,Maureen,Toronto,Long Branch,43.59868,-79.52465,Entire home/apt,250,28,10,01-08-2022,0.29,1,353
51078773,Cosy nest in South Riverdale,3076523,James,Etobicoke,South Riverdale,43.66407235,-79.35001104,Private room,100,1,44,02-06-2024,4.75,1,58
51085373,5 Min to Downtown Stylish Studio & Movie Theatre,449473009,Dongjin,Scarborough,Moss Park,43.65702,-79.37298,Entire home/apt,120,28,215,03-05-2024,6.38,6,267
51089963,Beautiful Spacious Room,30309989,Trinh,Toronto,Stonegate-Queensway,43.6337,-79.50866,Private room,40,28,8,17-05-2023,0.24,2,89
51104134,Midtown Mid-Mod,108849239,Paul,North York,Corso Italia-Davenport,43.68243,-79.44467,Entire home/apt,175,2,113,01-06-2024,3.22,1,116
51111896,Large private room at finch and bayview,413599565,Mahir,Toronto,Bayview Village,43.78339,-79.38335,Private room,100,28,21,30-04-2023,0.6,1,364
51119340,6bedroom residential home-North York Subway access,413664378,Homeira,Toronto,Lansing-Westgate,43.75789,-79.42045,Entire home/apt,199,30,14,30-04-2024,0.43,14,317
51122815,Yorkville Plaza Suite,413699599,Jenn,North York,Annex,43.67151,-79.39391,Entire home/apt,115,31,8,01-07-2023,0.23,1,281
51127287,"Getaway In The City
Pet & Smoke Free
(Recommended)",287257282,Barish,Toronto,Wexford/Maryvale,43.73906,-79.29245,Entire home/apt,243,2,46,09-05-2024,1.33,1,128
51128912,❤️1 Bedroom/Private Bathroom& kitchen .,20607592,Christine,Toronto,Dovercourt-Wallace Emerson-Junction,43.66681,-79.43211,Private room,48,180,5,01-07-2023,0.16,5,254
51153197,Entire luxury 3-bdrm home-Free Parking-Private,413982716,Sean,Scarborough,Danforth East York,43.69082,-79.31692,Entire home/apt,187,31,8,02-09-2023,0.24,1,306
51162962,"Private studio, clean and bright.",216700897,Spice,Toronto,Lawrence Park North,43.73339107,-79.41034345,Entire home/apt,156,2,58,02-06-2024,2.6,1,65
51163232,Modern Spacious Bright 1 BDRM in Wychwood,80458588,Krista,North York,Wychwood,43.68041,-79.42023,Entire home/apt,159,28,115,07-07-2023,3.41,2,251
51166173,"Bright bsmt studio, workspace,  & yard-longer term",414095242,Lindsey,Toronto,Oakwood Village,43.684544,-79.434349,Entire home/apt,61,28,34,20-05-2024,1.03,1,240
51166669,Waterfront Haven - Free Parking,275603098,Mojtaba,North York,Waterfront Communities-The Island,43.641533,-79.381958,Entire home/apt,170,31,35,15-04-2024,1.04,1,184
51169271,Little Oasis,13183426,Dani,Toronto,New Toronto,43.60141,-79.5025,Entire home/apt,99,28,13,27-05-2024,0.4,1,193
51198038,Executive 3 Bedroom 3 Bath Townhouse With Parking,261210920,Melani,Toronto,Waterfront Communities-The Island,43.6394,-79.39879,Entire home/apt,781,28,103,30-05-2024,3.01,1,365
51210210,New & Cheerful 1 Bedroom Basement Suit In Toronto,410845334,Allen,Toronto,Lawrence Park North,43.72767,-79.40858,Entire home/apt,130,28,5,29-02-2024,0.17,1,207
51210584,Rashmi's home,414521128,Rashmi,Toronto,Regent Park,43.66016597,-79.35985044,Private room,133,1,12,20-10-2023,1.11,1,155
51215594,Lovely and Cozy 1BE,414586142,Anacleto,Toronto,Little Portugal,43.64859,-79.4275,Entire home/apt,99,28,0,,,2,365
51225097,Cosy & Comfortable 2 Bed + 2 Bath Retreat in DTWN,12742095,Emil & Sue,York,South Riverdale,43.65993,-79.34956,Entire home/apt,305,28,1,04-05-2024,0.77,5,87
51225586,"Cozy, Clean, Private Backyard Cabin Room",129102826,Palmy,Toronto,West Hill,43.77094,-79.18969,Private room,55,30,2,18-09-2022,0.09,9,359
51225849,Super Central Retreat /w Rooftop Patio,14164109,Amie,Toronto,Palmerston-Little Italy,43.65712,-79.40998,Entire home/apt,493,2,35,02-06-2024,1.01,2,59
51228833,Toronto Island Getaway,132228817,Ian,Scarborough,Waterfront Communities-The Island,43.63322,-79.35486,Entire home/apt,255,1,7,30-09-2023,0.21,1,69
51229104,stylish 1300 ft² loft: 3BR + patio @ queen west,299152231,Anthony,North York,Waterfront Communities-The Island,43.64692,-79.3997,Entire home/apt,668,2,75,27-05-2024,2.26,1,328
51230425,Beautiful Lakeview 1 bed+Den+Balcony &Walk2CNTower,162141061,Ferdous,North York,Waterfront Communities-The Island,43.640247,-79.392395,Entire home/apt,300,2,7,19-02-2024,0.26,1,14
51233843,Cozy private study,169369485,Marina,Scarborough,Wychwood,43.67309,-79.43373,Private room,55,2,125,30-05-2024,3.65,2,27
51236680,Insta-Worthy Toronto Stay Close to CN TOWER +More!,5737053,Melissa,Toronto,Waterfront Communities-The Island,43.63943922,-79.39618324,Entire home/apt,249,28,27,16-07-2023,1.68,1,268
51245277,Lovely one bedroom oasis+Balcony+work station,91050252,Danial,Toronto,Dovercourt-Wallace Emerson-Junction,43.66516,-79.4381,Entire home/apt,120,28,54,18-08-2023,1.6,1,338
51267762,Minimalist 2BR Unit in Ossington + Parking,9666005,Ethan,Toronto,Little Portugal,43.64621,-79.42363,Entire home/apt,129,29,6,24-09-2023,0.19,2,188
51280266,"3. North York Private Room, Free Parking",375621755,Thi,Toronto,York University Heights,43.74855593,-79.49375056,Private room,45,28,3,11-05-2024,0.09,3,49
51283011,Very Walkable Excellent Transit Condo,37736650,Xiaoshi,Toronto,Willowdale East,43.76056,-79.40977,Entire home/apt,195,28,32,07-07-2023,0.95,8,40
51286176,Mr/Ms. Classy- Peaceful Townhouse in North York,415307097,Myung Hee,Etobicoke,Newtonbrook West,43.78563647,-79.4188586,Private room,74,28,28,25-09-2022,0.83,2,345
51288531,Stylish 2-bedroom rental with parking,148091094,Tullio,Etobicoke,Annex,43.66849,-79.41943,Entire home/apt,118,28,7,30-04-2024,0.29,4,305
51291028,"Renovated small basement room near High Park, B2",401125255,Cuong,Toronto,Junction Area,43.66266,-79.47225,Private room,36,28,9,07-04-2024,0.26,7,349
51300636,Yonge&Finch Subway !Q Spacious & Quiet Private Bdr,405781186,Rozeda,Toronto,Newtonbrook East,43.78387,-79.40046,Private room,61,28,37,31-03-2024,1.06,13,78
51300744,Bright & Spacious 2R-Comfy & Convenient Location!,415445883,Sangita,Toronto,Eglinton East,43.73864429,-79.24328399,Private room,185,7,29,15-05-2024,0.86,1,178
51304799,Charming 1 bedroom in Toronto's West End,36244419,Michael,Toronto,Dovercourt-Wallace Emerson-Junction,43.66564,-79.4398,Entire home/apt,108,3,9,03-01-2024,0.26,1,12
51306728,Steps from TIFF Spacious Condo in Downtown Toronto,14248365,Jason,Toronto,Waterfront Communities-The Island,43.64461,-79.39189,Entire home/apt,350,2,21,17-03-2024,0.6,1,347
51323517,Large private patio amazing location!,52432167,Suzanna,Toronto,Little Portugal,43.64732,-79.42951,Entire home/apt,180,28,7,25-02-2023,0.23,3,347
51333093,20 min Walking distance to the woodbine beach.,4645519,Lana,Toronto,East End-Danforth,43.68018,-79.3103,Entire home/apt,200,60,0,,,2,365
51344149,25% OFF Prestigious 5-Star Room - 1 min to subway,33533111,Mohammed,York,Islington-City Centre West,43.64041,-79.53586,Private room,54,28,41,22-02-2024,1.21,4,126
51350125,Cozy and Luxurious 3 Bdr Oasis + Close to Downtown,415888633,Mustafa,Toronto,Tam O'Shanter-Sullivan,43.77701,-79.29431,Entire home/apt,139,28,32,29-09-2023,0.98,2,304
51350549,Luxury Private Room Downtown Toronto w GREAT VIEW!,5409888,Ali,North York,Bay Street Corridor,43.66890652,-79.38850178,Private room,162,3,77,25-05-2024,2.24,3,63
51363420,Spacious Room with Private Bathroom and Balcony,15696128,Ryan,North York,Weston-Pellam Park,43.67229,-79.46277,Private room,84,2,45,10-06-2024,2.24,4,158
51366292,1 Bedroom condo in Luxury Yorkville,192463815,Sabrina,Toronto,Annex,43.66946,-79.39451,Entire home/apt,128,28,7,19-08-2023,0.22,1,291
51385651,Mr/Ms. Sunshine-Peaceful Townhouse in North York,415307097,Myung Hee,Toronto,Newtonbrook West,43.78498903,-79.41964016,Private room,65,1,15,19-05-2024,0.46,2,349
51392076,Stylish 2BR Apartment in the 🖤 of Toronto,416205678,Chrissy,North York,Moss Park,43.65798,-79.36855,Entire home/apt,109,28,9,08-06-2024,0.31,1,50
51402003,Lovely 2bd+2bth in the Heart of Toronto! w/parking,13975203,Bradley,Toronto,Bay Street Corridor,43.64725154,-79.37763907,Entire home/apt,350,28,119,31-05-2024,3.47,1,36
51418344,Yonge&Finch Subway !T Spacious & Modern Private Bd,405781186,Rozeda,Toronto,Newtonbrook East,43.78431,-79.40021,Private room,63,28,47,05-04-2024,1.36,13,77
51420447,"⭐️Free Parking,Modern 2BR/2Bath Condo in DT Toronto",8189699,Ozench,Etobicoke,Regent Park,43.66021,-79.3585,Entire home/apt,183,28,2,02-10-2023,0.17,1,114
51422971,Contemporary 3BR Loft W/ Large Terrace Downtown,1614013,Leonid,North York,Broadview North,43.6921,-79.35523,Entire home/apt,97,28,6,08-06-2024,0.21,2,178
51427625,"1. North York Private Room, Free Parking",375621755,Thi,Toronto,York University Heights,43.74644862,-79.49390951,Private room,52,28,103,29-02-2024,3.01,3,59
51432154,Luxury Private Suite DowntownToronto w GREAT VIEW!,5409888,Ali,Etobicoke,Bay Street Corridor,43.66855,-79.3889,Private room,199,3,51,21-05-2024,1.49,3,71
51432347,Luxury ENTIRE 3BD Unit Downtown Toronto GREAT VIEW,5409888,Ali,North York,Bay Street Corridor,43.66879621,-79.38842354,Entire home/apt,799,3,4,23-06-2022,0.12,3,61
51432817,Sun-filled 1-Bedroom Condo With Free Parking,271609834,Jenny,Toronto,Niagara,43.63698,-79.40314,Entire home/apt,120,90,7,02-09-2023,0.23,1,282
51453851,Come stay at our hip 1 BR apartment in Parkdale!,27663175,Nevreet,North York,South Parkdale,43.63619,-79.42872,Entire home/apt,190,28,19,08-07-2023,0.6,2,365
51454125,Beautiful Sunset View 28th floor Condo,91728361,Somayeh,Scarborough,Mimico (includes Humber Bay Shores),43.62222811,-79.4820302,Entire home/apt,130,28,120,17-10-2022,3.53,3,70
51467111,"Room with two single beds, downtown.",337111516,Kimiko,York,Kensington-Chinatown,43.65794743,-79.39353318,Private room,116,2,264,26-05-2024,7.62,3,53
51467553,Serene and stylish space in High Park,74285568,Neil,Toronto,High Park North,43.65673,-79.46299,Entire home/apt,99,28,15,01-03-2024,0.46,3,346
51493952,2BD& 3beds entire apartment with parking,366756609,Ismail,Toronto,O'Connor-Parkview,43.70063,-79.29812,Entire home/apt,161,28,0,,,9,179
51505382,Entire Main Floor (100% Private Space) of Bungalow,1015926,Grant,Toronto,Stonegate-Queensway,43.64177,-79.50516,Entire home/apt,177,2,64,28-05-2024,1.98,1,304
51507638,Entire Luxury Guest 2 Bedrooms Apartment,417227744,Noushin,Toronto,Newtonbrook West,43.79129,-79.42404,Entire home/apt,206,2,90,01-06-2024,2.73,1,46
51515857,Separate 1 bedroom suite plus sofabed in living,102557743,Yaroslav,Toronto,Newtonbrook West,43.79176,-79.44137,Entire home/apt,77,30,1,16-06-2022,0.04,5,39
51518845,Great apartment by High Park large deck,146226441,Inna,Toronto,High Park North,43.65609,-79.46916,Entire home/apt,95,28,6,19-02-2024,0.24,35,230
51524587,Downtown Toronto Room CN View + Pool,332793567,Nest,Toronto,Waterfront Communities-The Island,43.64616,-79.39164,Private room,91,28,0,,,2,334
51534349,LUX condo1 Bdr amazin VIEW / Sbwy,170567513,Golsana,Toronto,Willowdale East,43.76263325,-79.40901068,Entire home/apt,240,3,1,20-04-2024,0.57,8,272
51542070,Hidden Gem With An AMAZING 56th Floor View,154268543,Carlo,Toronto,Waterfront Communities-The Island,43.64263,-79.38037,Entire home/apt,189,28,78,30-11-2023,2.3,2,365
51542139,Tranquil Space,160930438,Zeina,East York,Tam O'Shanter-Sullivan,43.773,-79.31312,Private room,107,1,85,31-05-2024,2.49,1,22
51543483,"Big room, private bathroom, midtown",114052806,Jessie,Toronto,Victoria Village,43.72386,-79.31038,Private room,46,28,9,01-05-2024,0.27,11,283
51546924,"Private room, private bathroom, mid town",114052806,Jessie,Scarborough,Victoria Village,43.72161,-79.30965,Private room,43,28,4,03-08-2023,0.16,11,310
51552206,Sonder The Slate | Superior King Room,301014754,Sonder (Toronto),Toronto,Waterfront Communities-The Island,43.64628,-79.39247,Private room,315,1,5,11-04-2022,0.15,32,318
51559357,Modern 1 BDRM Suite w Balcony & Free Parking,417686420,Shamoun,Toronto,Moss Park,43.65337,-79.37043,Entire home/apt,263,28,109,27-05-2024,3.19,1,170
51559652,High Park Studio WalkOut Private Entrance Midtown,156950959,Nellie,Scarborough,High Park North,43.659718,-79.459709,Entire home/apt,96,30,7,14-08-2022,0.21,1,98
51561286,2BR 2BTH w/free parking. Cozy Modern Condo,417701800,Brinda,Toronto,Waterfront Communities-The Island,43.64627,-79.3625,Entire home/apt,218,28,0,,,1,365
51566485,Comfy bsmt apt. By Finch subway. Private Entrance,98061872,Tanya,Toronto,Newtonbrook West,43.78415,-79.42309,Entire home/apt,78,60,10,20-12-2023,0.3,2,345
51597688,Fireside Studio in West Rouge • Non Smoking,155230504,Paul,Toronto,Rouge,43.79756,-79.13744,Entire home/apt,71,28,9,30-04-2024,0.31,8,346
51598715,Bay and College Grand Suite,273658759,Bas,Toronto,Bay Street Corridor,43.66186,-79.38708,Entire home/apt,170,180,1,31-03-2022,0.04,11,10
51599311,Hommy 3BR/2Bath 10mins walk2 CNTower/Rogers/MTCC,223221924,Martha,Toronto,Waterfront Communities-The Island,43.6422828,-79.40153435,Entire home/apt,235,30,63,03-11-2023,1.91,2,133
51599720,Amazing 1 BR by subway & park with terrace,146226441,Inna,Toronto,High Park North,43.65641,-79.46809,Entire home/apt,100,28,3,15-01-2023,0.11,35,230
51599868,Spacious self-contained 2 bdrm in the Junction,217242961,Fiona,Toronto,Junction Area,43.66369,-79.47007,Entire home/apt,160,2,95,23-05-2024,3.07,1,222
51601904,Cabbage Town Oasis,231697659,Marc,Toronto,Moss Park,43.66113,-79.3706,Entire home/apt,160,29,5,18-02-2024,0.2,1,279
51605443,Luxurious heart of downtown condo next to CN Tower,368012379,Shagufta,Toronto,Waterfront Communities-The Island,43.64358,-79.3906,Entire home/apt,168,28,93,06-06-2024,2.73,2,139
51614678,"Spacious room, private bathroom, midtown",114052806,Jessie,East York,Victoria Village,43.72185,-79.31126,Private room,42,28,8,13-05-2023,0.24,11,281
51616000,One bedroom condo in exceptional downtown location,23518355,Lee-Anne,Toronto,Waterfront Communities-The Island,43.65057,-79.38791,Entire home/apt,104,30,1,17-09-2021,0.03,28,138
51621485,Home Away from Home in Toronto,418181931,Djamila,Toronto,Blake-Jones,43.67304,-79.33523,Entire home/apt,275,28,84,20-05-2024,3.54,1,48
51634439,"Near Seneca College, Luxurious & Cozy",418291635,William,Toronto,Don Valley Village,43.78211,-79.36544,Private room,62,3,38,21-05-2024,1.44,3,75
51634689,Fully Furnished One bedroom  at University Plaza,40120407,Toronto,North York,Waterfront Communities-The Island,43.6489,-79.38819,Entire home/apt,95,28,2,27-01-2023,0.07,8,149
51637725,Weston Garden Cottage,362019631,Katherine,Toronto,Weston,43.69629,-79.50934,Entire home/apt,186,4,45,16-05-2024,1.89,1,139
51641234,Pembroke Hideaway Loft,125563609,Raymond,Toronto,Moss Park,43.65851,-79.3725,Private room,195,3,110,01-06-2024,3.34,3,262
51643070,Executive unit entertainment dist heart of Toronto,191000580,Margaret,Toronto,Waterfront Communities-The Island,43.64189,-79.39889,Entire home/apt,100,28,10,22-10-2023,0.31,1,36
51648169,Newly Renovated Studio in lower level- Room 1,135347849,Thai,Toronto,Newtonbrook West,43.78017,-79.43741,Entire home/apt,80,28,73,15-10-2023,2.14,2,164
51654196,Lux Condo/Downtown Toronto/Walk2 CNT/Scotia Arena,76236603,Giselle,Toronto,Niagara,43.63743,-79.4037,Entire home/apt,178,28,0,,,1,180
51654379,Husky Cottage,1845330,Erika,North York,East End-Danforth,43.67945,-79.30513,Entire home/apt,170,3,62,06-05-2024,1.83,1,71
51657996,Lovely Studio in lower level - Room 3,135347849,Thai,Scarborough,Newtonbrook West,43.78028,-79.4383,Entire home/apt,71,28,59,01-12-2023,1.73,2,130
51667065,Newly Renovated Private Guest Suite,25797046,Shayna,East York,Dufferin Grove,43.65335,-79.43705,Private room,124,2,35,08-06-2024,7.14,1,26
51680779,Urban Oasis in the heart of Toronto,417084411,Leon,Toronto,Waterfront Communities-The Island,43.64073,-79.39845,Entire home/apt,310,2,50,31-03-2024,1.51,1,83
51691408,beautiful one-bedroom very nice,347823249,Levon,Toronto,Bedford Park-Nortown,43.73205,-79.41951,Private room,50,28,14,05-08-2022,0.41,2,365
51692755,Your Downtown Living,9269385,Sahar,Toronto,Little Portugal,43.64899,-79.43798,Entire home/apt,229,3,74,14-05-2024,2.36,1,52
51695311,Entire 1 BR Unit across CN Tower/MTCC,410709900,Vincent,York,Waterfront Communities-The Island,43.64375,-79.38861,Entire home/apt,140,28,72,20-06-2022,2.11,1,146
51703499,Large 2 bed plus Den near subway,30654608,David,Toronto,Dufferin Grove,43.65754,-79.43363,Entire home/apt,99,28,12,03-05-2024,0.38,13,88
51704086,"""Yorkville Loft- Near Four Seasons Hotel""",25036890,Patrick,North York,Annex,43.67458725,-79.3887558,Entire home/apt,175,28,7,20-10-2023,0.22,3,155
51709067,Near by Public Transportation,418915455,Aida,Toronto,Eglinton East,43.74069,-79.26174,Private room,50,7,27,25-05-2024,0.79,5,345
51715058,Private unit with separate entrance + free parking,418964959,Vasil,North York,Clairlea-Birchmount,43.713,-79.28625,Private room,113,3,57,19-05-2024,1.7,3,61
51715950,Cozy 2 bdrm basement apartment with free parking,85297498,MIchelle,North York,Glenfield-Jane Heights,43.7574,-79.51279,Entire home/apt,128,28,2,06-09-2021,0.06,1,365
51724169,Clean and cozy room in Familiy Home,86532734,Fanny,Toronto,York University Heights,43.75691,-79.49167,Shared room,24,28,3,29-12-2023,0.09,10,365
51727741,Master bedroom for rent!,246906243,Mysel,North York,Eglinton East,43.74033062,-79.26079761,Private room,69,30,0,,,3,364
51730247,Riders heaven!,418915455,Aida,North York,Eglinton East,43.73898,-79.25954,Private room,47,7,31,07-05-2024,0.94,5,361
51730634,Queen St West Art & Design District. unique,35236863,Yee-Wah Holly,North York,Little Portugal,43.64276026,-79.42714869,Private room,136,2,8,28-11-2021,0.24,2,144
51744631,"Safe, Quiet, Cozy, Affordable Room, Fits Two",143098703,Roman,Toronto,Mount Dennis,43.6893,-79.4937,Private room,90,1,50,07-04-2024,1.47,8,82
51747431,"Mid Century Modern 3 BR in Cabbagetown, TO",425022409,Janet,North York,Moss Park,43.65901,-79.36933,Entire home/apt,435,2,76,28-05-2024,2.36,1,67
51754850,Lovely 1-bedroom condo in toronto,134799582,Majid,York,Annex,43.6692,-79.39394,Entire home/apt,216,3,59,27-05-2024,2.04,3,73
51766340,"Tudor home in Kingsway, Steps to Subway, Shops",6657591,Katerina,Scarborough,Kingsway South,43.64833,-79.51004,Entire home/apt,300,28,0,,,1,102
51766473,Affordable/Safe/Clean/Quiet Private Room,143098703,Roman,Etobicoke,Mount Dennis,43.69074,-79.49397,Private room,90,1,103,10-04-2024,3.02,8,82
51767825,MillionDollarView49thFloor☀CN Tower LAKE W/Parking,419371701,Chunmin,Toronto,Waterfront Communities-The Island,43.6417974,-79.383628,Entire home/apt,449,28,253,06-11-2023,7.61,2,330
51769553,Brand new condo in downtown Toronto,17615310,Victor,Toronto,Waterfront Communities-The Island,43.64137,-79.40043,Entire home/apt,275,28,4,23-05-2024,0.22,3,283
51778298,Lovely 1-bedroom apartment w patio in Queen West,40787639,Jillian,Toronto,Trinity-Bellwoods,43.6471,-79.41829,Entire home/apt,225,3,40,13-05-2024,1.66,1,205
51779737,Clean and Bright Shared Room in Basement,86532734,Fanny,Toronto,York University Heights,43.75579,-79.48984,Shared room,22,28,3,02-04-2022,0.09,10,346
51779936,Beautiful room near UTSC and Centennial College,122085458,Sabina,Toronto,West Hill,43.76131,-79.18853,Private room,48,28,7,09-09-2023,0.21,15,365
51780405,Spacious room near UTSC and Centennial College,122085458,Sabina,Toronto,West Hill,43.76278232,-79.18856299,Private room,50,28,7,19-05-2023,0.21,15,365
51782796,2. North York Private Room Free Parking,375621755,Thi,Toronto,York University Heights,43.74698741,-79.49295872,Private room,52,28,114,06-02-2024,3.34,3,69
51783233,Private Comfortable Suite near Airport,5627337,Aimin,York,Eringate-Centennial-West Deane,43.65655,-79.57716,Private room,76,28,41,11-10-2023,1.33,3,179
51784343,"Stunning 3bed,1.5ba, 2levels of Home, Deck,Parking",51070968,Lish,Toronto,Palmerston-Little Italy,43.65896,-79.42488,Entire home/apt,206,28,16,31-05-2024,0.49,7,155
51787435,Cozy 1 bedroom Apartment in Bloordale,5220213,Dorea,North York,Dovercourt-Wallace Emerson-Junction,43.66483,-79.43015,Entire home/apt,170,2,4,07-06-2024,0.5,1,43
51800251,2BR+1.5 Bath+Sunroom in downtown Toronto,201391348,Andrea,Toronto,Palmerston-Little Italy,43.65597,-79.42554,Entire home/apt,144,28,10,30-04-2024,0.31,2,280
51803800,Cozy getaway in downtown Toronto (Unit 15),14061006,Leah,Toronto,Church-Yonge Corridor,43.66716,-79.38026,Entire home/apt,126,28,16,19-05-2024,0.51,4,49
51813790,Street Level 1 Bedroom LOFT with Parking,350344180,Jeff And Erin,Scarborough,South Riverdale,43.66509247,-79.34011841,Entire home/apt,177,28,4,09-09-2023,0.13,4,12
51818547,Luxurious condo with amazing CN tower view,419784752,Kyle,Toronto,Waterfront Communities-The Island,43.63959,-79.38213,Entire home/apt,278,28,0,,,1,365
51824863,Bright 1-Bed Lower Unit w/ 7ft Ceiling By Transit,18463482,Emma,Toronto,Junction Area,43.67788019,-79.47431198,Entire home/apt,97,28,32,06-07-2023,0.96,1,114
51825120,Private room in the heart of Downtown Toronto,169677063,Maxine,Toronto,Waterfront Communities-The Island,43.65387827,-79.35599686,Private room,145,28,0,,,1,365
51837088,Stylish 1-Bedroom in Charming Boutique Building,39636814,Robert,Toronto,Mount Pleasant East,43.71432,-79.39355,Entire home/apt,69,28,3,01-07-2022,0.11,6,253
51838909,Yorkmills & Bayview !D Cozy & Stylish Private Bd,405781186,Rozeda,Scarborough,St.Andrew-Windfields,43.74788,-79.3877,Private room,57,28,85,30-10-2022,2.52,13,89
51845103,Spacious 2-Bedroom+Den Condo w/ wrap-around patio,47792110,Tannaz,Etobicoke,Lansing-Westgate,43.76177,-79.41125,Entire home/apt,209,28,8,11-07-2023,0.27,2,233
51845940,Cozy and Spacious 2 BR Apartment in Little Italy,186267570,William,Toronto,Trinity-Bellwoods,43.65383,-79.41805,Private room,210,29,82,11-12-2022,2.48,1,90
51849431,"Bright bedroom, private bathroom, midtown",114052806,Jessie,Toronto,Victoria Village,43.72185,-79.31112,Private room,46,28,4,17-12-2023,0.16,11,322
51849462,"Studio, private kitchenette & bathroom, midtown",114052806,Jessie,Toronto,Victoria Village,43.72368,-79.31108,Private room,51,28,8,03-05-2024,0.33,11,178
51862644,"Room in Heart of Yorkville, Bloor Yonge, Office Sp",370750174,Li,Scarborough,Annex,43.67094,-79.3928,Private room,145,1,0,,,2,326
51871397,Luxury 2bedroom Unit in the city/heated salt pool.,329479510,Bessa,Toronto,Islington-City Centre West,43.64283824,-79.53442007,Entire home/apt,279,3,0,,,1,307
51877474,A gem tucked in north of Toronto,396053400,Darcy,York,Blake-Jones,43.67302593,-79.33682084,Private room,89,28,0,,,2,365
51878706,One private bedroom in a shared home,396053400,Darcy,Toronto,Newtonbrook West,43.78095771,-79.43175905,Private room,75,28,0,,,2,270
51879745,Bright/Cozy/Clean/Safe/Quiet Room in a House,143098703,Roman,Toronto,Mount Dennis,43.69095,-79.49588,Private room,90,1,92,05-05-2024,2.73,8,82
51890315,"Entire Place 1BR, Modern style by Union station",38671599,Ian,Toronto,Waterfront Communities-The Island,43.64393,-79.38092,Entire home/apt,195,28,83,31-05-2024,2.49,1,74
51906628,"Private room with working space, stacked kitchen",151305987,Kostiantyn,Toronto,Newtonbrook East,43.78962529,-79.41404588,Private room,142,28,23,12-11-2023,0.71,5,161
51906834,Luxury Room near Finch Work/study from clean home,151305987,Kostiantyn,Toronto,Newtonbrook East,43.78780951,-79.41617175,Private room,84,2,36,01-09-2023,1.07,5,188
51907197,5 BDRM Boho Chic Home by the Beaches,48217193,Matthew,Toronto,The Beaches,43.67055,-79.30133,Entire home/apt,671,28,74,02-12-2023,2.45,1,89
51908377,Affordable 1 person bedroom with free parking,320760036,Mohammed,Toronto,Malvern,43.81064,-79.23175,Private room,47,1,60,29-04-2024,1.79,4,364
51908783,Affordable 1 person bedroom with free parking,320760036,Mohammed,Toronto,Malvern,43.80881,-79.23233,Private room,45,1,83,06-05-2024,2.46,4,365
